"County","Year","Age Range","White","Black","American Indian","Asian","Total"
"Uinta",2002,"1","284","1","4","1","290"
"Uinta",2002,"2","299","1","2","0","302"
"Uinta",2002,"3","305","0","0","1","306"
"Uinta",2002,"4","319","5","2","3","329"
"Uinta",2002,"5","318","2","4","3","327"
"Uinta",2002,"6","336","2","3","2","343"
"Uinta",2002,"7","281","4","5","3","293"
"Uinta",2002,"8","330","3","2","1","336"
"Uinta",2002,"9","291","1","2","2","296"
"Uinta",2002,"10","322","3","2","1","328"
"Uinta",2002,"11","341","1","3","4","349"
"Uinta",2002,"12","396","1","7","1","405"
"Uinta",2002,"13","359","0","3","1","363"
"Uinta",2002,"14","383","1","9","3","396"
"Uinta",2002,"15","380","1","11","0","392"
"Uinta",2002,"16","414","1","5","2","422"
"Uinta",2002,"17","410","1","5","2","418"
"Uinta",2002,"18 to 20","945","2","18","2","967"
"Uinta",2002,"21 to 24","889","0","8","4","901"
"Uinta",2002,"25 & over","11334","16","115","50","11515"
"Uinta",2002,"Total","19235","49","217","86","19587"
"Sheridan",2006,"0","292","3","6","0","301"
"Sheridan",2006,"1","308","1","6","3","318"
"Sheridan",2006,"2","327","2","7","1","337"
"Sheridan",2006,"3","332","3","7","3","345"
"Sheridan",2006,"4","295","2","6","3","306"
"Sheridan",2006,"5","279","2","11","2","294"
"Sheridan",2006,"6","324","3","10","0","337"
"Sheridan",2006,"7","272","4","4","2","282"
"Sheridan",2006,"8","288","0","4","2","294"
"Sheridan",2006,"9","280","3","8","1","292"
"Sheridan",2006,"10","284","3","10","1","298"
"Sheridan",2006,"11","292","3","5","2","302"
"Sheridan",2006,"12","321","2","9","1","333"
"Sheridan",2006,"13","378","3","6","1","388"
"Sheridan",2006,"14","307","1","12","4","324"
"Sheridan",2006,"15","362","4","16","5","387"
"Sheridan",2006,"16","378","4","12","3","397"
"Sheridan",2006,"17","403","3","9","1","416"
"Sheridan",2006,"18 to 20","1025","13","24","14","1076"
"Sheridan",2006,"21 to 24","1231","12","22","18","1283"
"Sheridan",2006,"25 & over","18708","57","224","123","19112"
"Sheridan",2006,"Total","26686","128","418","190","27422"
"Sweetwater",1995,"0","533","7","5","2","547"
"Sweetwater",1995,"1","569","5","6","3","583"
"Sweetwater",1995,"2","549","8","13","1","571"
"Sweetwater",1995,"3","560","12","9","1","582"
"Sweetwater",1995,"4","560","4","7","1","572"
"Sweetwater",1995,"5","583","11","6","4","604"
"Sweetwater",1995,"6","633","8","11","3","655"
"Sweetwater",1995,"7","641","5","11","4","661"
"Sweetwater",1995,"8","667","2","4","3","676"
"Sweetwater",1995,"9","741","2","7","4","754"
"Sweetwater",1995,"10","732","3","13","1","749"
"Sweetwater",1995,"11","750","8","8","5","771"
"Sweetwater",1995,"12","805","5","6","3","819"
"Sweetwater",1995,"13","854","4","9","2","869"
"Sweetwater",1995,"14","795","9","10","1","815"
"Sweetwater",1995,"15","783","13","10","1","807"
"Sweetwater",1995,"16","779","6","10","5","800"
"Sweetwater",1995,"17","783","3","8","5","799"
"Sweetwater",1995,"18 to 20","1838","18","14","17","1887"
"Sweetwater",1995,"21 to 24","1805","19","20","23","1867"
"Sweetwater",1995,"25 & over","22950","159","194","158","23461"
"Sweetwater",1995,"Total","38910","311","381","247","39849"
"Big Horn",2009,"0","137","2","5","0","144"
"Big Horn",2009,"1","155","0","4","0","159"
"Big Horn",2009,"2","143","3","0","0","146"
"Big Horn",2009,"3","175","0","3","0","178"
"Big Horn",2009,"4","159","0","1","2","162"
"Big Horn",2009,"5","157","0","0","0","157"
"Big Horn",2009,"6","165","0","0","1","166"
"Big Horn",2009,"7","139","1","0","2","142"
"Big Horn",2009,"8","176","2","0","0","178"
"Big Horn",2009,"9","141","1","1","1","144"
"Big Horn",2009,"10","155","1","5","2","163"
"Big Horn",2009,"11","162","3","1","0","166"
"Big Horn",2009,"12","168","1","0","1","170"
"Big Horn",2009,"13","165","0","0","1","166"
"Big Horn",2009,"14","158","3","4","0","165"
"Big Horn",2009,"15","197","3","1","1","202"
"Big Horn",2009,"16","169","0","0","0","169"
"Big Horn",2009,"17","195","1","3","0","199"
"Big Horn",2009,"18 to 20","336","9","6","2","353"
"Big Horn",2009,"21 to 24","432","5","11","0","448"
"Big Horn",2009,"25 & over","7618","26","95","25","7764"
"Big Horn",2009,"Total","11302","61","140","38","11541"
"Crook",1999,"0","62","0","0","0","62"
"Crook",1999,"1","64","0","3","0","67"
"Crook",1999,"2","60","0","0","0","60"
"Crook",1999,"3","54","0","0","0","54"
"Crook",1999,"4","62","0","0","0","62"
"Crook",1999,"5","71","0","3","0","74"
"Crook",1999,"6","81","0","0","0","81"
"Crook",1999,"7","82","0","0","0","82"
"Crook",1999,"8","81","0","0","0","81"
"Crook",1999,"9","84","0","0","0","84"
"Crook",1999,"10","94","0","6","0","100"
"Crook",1999,"11","104","0","0","0","104"
"Crook",1999,"12","95","0","0","0","95"
"Crook",1999,"13","113","0","0","0","113"
"Crook",1999,"14","109","0","0","0","109"
"Crook",1999,"15","109","0","7","0","116"
"Crook",1999,"16","120","0","0","0","120"
"Crook",1999,"17","125","0","0","0","125"
"Crook",1999,"18 to 20","225","0","3","0","228"
"Crook",1999,"21 to 24","181","0","0","0","181"
"Crook",1999,"25 & over","3836","0","15","0","3851"
"Crook",1999,"Total","5812","0","37","0","5849"
"Park",2011,"0","291","3","1","1","296"
"Park",2011,"1","287","2","4","4","297"
"Park",2011,"2","322","2","4","1","329"
"Park",2011,"3","362","1","2","3","368"
"Park",2011,"4","333","3","2","4","342"
"Park",2011,"5","345","2","7","2","356"
"Park",2011,"6","319","2","4","3","328"
"Park",2011,"7","333","3","3","0","339"
"Park",2011,"8","318","3","3","3","327"
"Park",2011,"9","306","1","6","0","313"
"Park",2011,"10","309","1","4","2","316"
"Park",2011,"11","313","3","7","2","325"
"Park",2011,"12","300","3","5","1","309"
"Park",2011,"13","346","2","6","3","357"
"Park",2011,"14","332","4","7","7","350"
"Park",2011,"15","327","1","4","3","335"
"Park",2011,"16","337","2","4","1","344"
"Park",2011,"17","321","3","5","2","331"
"Park",2011,"18 to 20","1156","39","25","23","1243"
"Park",2011,"21 to 24","1160","18","12","21","1211"
"Park",2011,"25 & over","19754","53","131","122","20060"
"Park",2011,"Total","27871","151","246","208","28476"
"Crook",2012,"0","97","2","1","0","100"
"Crook",2012,"1","85","0","0","0","85"
"Crook",2012,"2","105","0","0","0","105"
"Crook",2012,"3","84","0","0","0","84"
"Crook",2012,"4","101","1","0","1","103"
"Crook",2012,"5","98","2","1","1","102"
"Crook",2012,"6","85","0","1","1","87"
"Crook",2012,"7","94","1","0","0","95"
"Crook",2012,"8","88","2","1","0","91"
"Crook",2012,"9","90","1","0","0","91"
"Crook",2012,"10","93","2","1","1","97"
"Crook",2012,"11","78","2","5","0","85"
"Crook",2012,"12","84","3","1","0","88"
"Crook",2012,"13","82","1","2","0","85"
"Crook",2012,"14","77","2","0","0","79"
"Crook",2012,"15","90","0","1","0","91"
"Crook",2012,"16","104","1","1","0","106"
"Crook",2012,"17","87","1","1","0","89"
"Crook",2012,"18 to 20","205","4","3","1","213"
"Crook",2012,"21 to 24","250","1","2","0","253"
"Crook",2012,"25 & over","4910","71","35","7","5023"
"Crook",2012,"Total","6987","97","56","12","7152"
"Platte",1999,"0","99","0","0","0","99"
"Platte",1999,"1","96","0","1","0","97"
"Platte",1999,"2","84","0","0","0","84"
"Platte",1999,"3","93","0","0","0","93"
"Platte",1999,"4","89","0","1","0","90"
"Platte",1999,"5","125","1","1","1","128"
"Platte",1999,"6","99","0","0","0","99"
"Platte",1999,"7","122","0","0","0","122"
"Platte",1999,"8","131","0","0","0","131"
"Platte",1999,"9","123","0","0","0","123"
"Platte",1999,"10","150","4","0","0","154"
"Platte",1999,"11","130","0","1","0","131"
"Platte",1999,"12","151","0","0","0","151"
"Platte",1999,"13","151","0","0","0","151"
"Platte",1999,"14","141","0","0","0","141"
"Platte",1999,"15","164","0","0","0","164"
"Platte",1999,"16","166","0","0","0","166"
"Platte",1999,"17","161","0","0","0","161"
"Platte",1999,"18 to 20","286","0","0","1","287"
"Platte",1999,"21 to 24","290","0","0","0","290"
"Platte",1999,"25 & over","5989","0","14","1","6004"
"Platte",1999,"Total","8840","5","18","3","8866"
"Teton",2010,"0","259","2","2","2","265"
"Teton",2010,"1","256","3","3","1","263"
"Teton",2010,"2","265","4","4","4","277"
"Teton",2010,"3","251","1","3","6","261"
"Teton",2010,"4","227","2","4","3","236"
"Teton",2010,"5","232","2","4","4","242"
"Teton",2010,"6","219","4","2","3","228"
"Teton",2010,"7","211","3","2","5","221"
"Teton",2010,"8","197","4","3","4","208"
"Teton",2010,"9","182","2","2","5","191"
"Teton",2010,"10","207","3","3","7","220"
"Teton",2010,"11","188","1","4","2","195"
"Teton",2010,"12","205","2","5","6","218"
"Teton",2010,"13","209","2","2","5","218"
"Teton",2010,"14","188","2","1","3","194"
"Teton",2010,"15","209","2","3","6","220"
"Teton",2010,"16","218","0","2","1","221"
"Teton",2010,"17","199","3","4","1","207"
"Teton",2010,"18 to 20","430","10","7","8","455"
"Teton",2010,"21 to 24","1165","5","16","15","1201"
"Teton",2010,"25 & over","15166","58","144","188","15556"
"Teton",2010,"Total","20683","115","220","279","21297"
"Weston",2013,"0","86","3","3","0","92"
"Weston",2013,"1","76","1","2","0","79"
"Weston",2013,"2","83","0","1","0","84"
"Weston",2013,"3","91","3","2","1","97"
"Weston",2013,"4","91","2","1","1","95"
"Weston",2013,"5","72","4","1","0","77"
"Weston",2013,"6","64","3","2","0","69"
"Weston",2013,"7","87","1","3","0","91"
"Weston",2013,"8","102","1","2","0","105"
"Weston",2013,"9","99","2","2","0","103"
"Weston",2013,"10","82","1","4","1","88"
"Weston",2013,"11","72","1","2","1","76"
"Weston",2013,"12","85","0","1","0","86"
"Weston",2013,"13","69","3","0","1","73"
"Weston",2013,"14","75","0","4","0","79"
"Weston",2013,"15","85","2","2","1","90"
"Weston",2013,"16","87","2","4","0","93"
"Weston",2013,"17","70","2","2","0","74"
"Weston",2013,"18 to 20","221","1","8","3","233"
"Weston",2013,"21 to 24","290","5","6","0","301"
"Weston",2013,"25 & over","4936","36","79","27","5078"
"Weston",2013,"Total","6923","73","131","36","7163"
"Hot Springs",1990,"0","55","0","0","0","55"
"Hot Springs",1990,"1","35","0","1","0","36"
"Hot Springs",1990,"2","50","0","6","0","56"
"Hot Springs",1990,"3","51","0","0","0","51"
"Hot Springs",1990,"4","52","0","2","0","54"
"Hot Springs",1990,"5","71","0","2","0","73"
"Hot Springs",1990,"6","62","0","8","0","70"
"Hot Springs",1990,"7","58","0","1","0","59"
"Hot Springs",1990,"8","69","0","4","0","73"
"Hot Springs",1990,"9","84","0","1","0","85"
"Hot Springs",1990,"10","79","0","2","0","81"
"Hot Springs",1990,"11","74","0","3","0","77"
"Hot Springs",1990,"12","78","0","6","0","84"
"Hot Springs",1990,"13","85","0","1","0","86"
"Hot Springs",1990,"14","85","0","4","0","89"
"Hot Springs",1990,"15","74","0","2","0","76"
"Hot Springs",1990,"16","71","0","1","0","72"
"Hot Springs",1990,"17","78","0","1","0","79"
"Hot Springs",1990,"18 to 20","127","1","3","0","131"
"Hot Springs",1990,"21 to 24","114","0","1","0","115"
"Hot Springs",1990,"25 & over","3239","0","45","0","3284"
"Hot Springs",1990,"Total","4691","1","94","0","4786"
"Converse",2016,"0","203","5","5","1","214"
"Converse",2016,"1","209","9","5","2","225"
"Converse",2016,"2","207","8","8","0","223"
"Converse",2016,"3","184","2","7","1","194"
"Converse",2016,"4","204","4","6","0","214"
"Converse",2016,"5","163","3","2","1","169"
"Converse",2016,"6","190","5","2","1","198"
"Converse",2016,"7","210","4","1","2","217"
"Converse",2016,"8","183","4","2","0","189"
"Converse",2016,"9","198","4","4","3","209"
"Converse",2016,"10","204","7","4","0","215"
"Converse",2016,"11","205","4","4","1","214"
"Converse",2016,"12","175","0","3","0","178"
"Converse",2016,"13","160","1","3","2","166"
"Converse",2016,"14","195","1","6","1","203"
"Converse",2016,"15","189","1","0","2","192"
"Converse",2016,"16","208","2","2","4","216"
"Converse",2016,"17","200","4","3","1","208"
"Converse",2016,"18 to 20","403","9","5","0","417"
"Converse",2016,"21 to 24","597","3","7","3","610"
"Converse",2016,"25 & over","9242","88","119","71","9520"
"Converse",2016,"Total","13729","168","198","96","14191"
"Sweetwater",2001,"0","474","11","7","5","497"
"Sweetwater",2001,"1","493","12","10","0","515"
"Sweetwater",2001,"2","500","9","7","1","517"
"Sweetwater",2001,"3","473","11","10","4","498"
"Sweetwater",2001,"4","478","9","6","2","495"
"Sweetwater",2001,"5","453","7","10","5","475"
"Sweetwater",2001,"6","460","5","9","3","477"
"Sweetwater",2001,"7","521","7","15","2","545"
"Sweetwater",2001,"8","497","9","7","7","520"
"Sweetwater",2001,"9","570","8","8","2","588"
"Sweetwater",2001,"10","567","5","10","2","584"
"Sweetwater",2001,"11","564","7","9","2","582"
"Sweetwater",2001,"12","570","7","6","1","584"
"Sweetwater",2001,"13","604","8","10","3","625"
"Sweetwater",2001,"14","660","7","8","2","677"
"Sweetwater",2001,"15","680","12","12","1","705"
"Sweetwater",2001,"16","673","9","7","5","694"
"Sweetwater",2001,"17","703","8","4","6","721"
"Sweetwater",2001,"18 to 20","1909","19","19","25","1972"
"Sweetwater",2001,"21 to 24","1819","18","34","35","1906"
"Sweetwater",2001,"25 & over","22082","181","260","199","22722"
"Sweetwater",2001,"Total","35750","369","468","312","36899"
"Platte",1998,"0","101","0","0","0","101"
"Platte",1998,"1","100","0","1","0","101"
"Platte",1998,"2","86","0","0","0","86"
"Platte",1998,"3","92","0","0","0","92"
"Platte",1998,"4","96","0","1","0","97"
"Platte",1998,"5","124","1","1","1","127"
"Platte",1998,"6","103","0","0","0","103"
"Platte",1998,"7","125","0","0","0","125"
"Platte",1998,"8","134","0","0","0","134"
"Platte",1998,"9","119","0","0","0","119"
"Platte",1998,"10","145","2","0","0","147"
"Platte",1998,"11","138","0","1","0","139"
"Platte",1998,"12","153","0","0","0","153"
"Platte",1998,"13","157","0","0","0","157"
"Platte",1998,"14","141","0","0","0","141"
"Platte",1998,"15","170","0","0","0","170"
"Platte",1998,"16","167","0","0","0","167"
"Platte",1998,"17","162","0","0","0","162"
"Platte",1998,"18 to 20","287","0","0","1","288"
"Platte",1998,"21 to 24","300","0","0","0","300"
"Platte",1998,"25 & over","5917","0","12","1","5930"
"Platte",1998,"Total","8817","3","16","3","8839"
"Big Horn",2005,"0","160","1","4","0","165"
"Big Horn",2005,"1","123","0","3","0","126"
"Big Horn",2005,"2","143","2","0","0","145"
"Big Horn",2005,"3","143","0","2","0","145"
"Big Horn",2005,"4","144","1","1","1","147"
"Big Horn",2005,"5","178","0","1","0","179"
"Big Horn",2005,"6","143","0","0","1","144"
"Big Horn",2005,"7","160","0","0","1","161"
"Big Horn",2005,"8","150","1","1","0","152"
"Big Horn",2005,"9","145","1","1","0","147"
"Big Horn",2005,"10","179","1","4","1","185"
"Big Horn",2005,"11","159","2","1","0","162"
"Big Horn",2005,"12","167","0","1","0","168"
"Big Horn",2005,"13","172","0","1","1","174"
"Big Horn",2005,"14","203","1","4","1","209"
"Big Horn",2005,"15","204","3","1","1","209"
"Big Horn",2005,"16","163","1","1","0","165"
"Big Horn",2005,"17","206","1","3","0","210"
"Big Horn",2005,"18 to 20","352","7","5","1","365"
"Big Horn",2005,"21 to 24","457","4","8","0","469"
"Big Horn",2005,"25 & over","7258","18","69","21","7366"
"Big Horn",2005,"Total","11009","44","111","29","11193"
"Laramie",2008,"0","1172","79","39","15","1305"
"Laramie",2008,"1","1242","64","33","16","1355"
"Laramie",2008,"2","1199","99","31","24","1353"
"Laramie",2008,"3","1181","60","15","28","1284"
"Laramie",2008,"4","1061","68","30","30","1189"
"Laramie",2008,"5","1155","59","16","15","1245"
"Laramie",2008,"6","1137","46","29","23","1235"
"Laramie",2008,"7","1049","47","22","29","1147"
"Laramie",2008,"8","1066","64","12","19","1161"
"Laramie",2008,"9","1063","26","8","18","1115"
"Laramie",2008,"10","1118","52","29","13","1212"
"Laramie",2008,"11","1068","61","36","11","1176"
"Laramie",2008,"12","1022","36","33","9","1100"
"Laramie",2008,"13","1113","46","9","9","1177"
"Laramie",2008,"14","1065","68","11","20","1164"
"Laramie",2008,"15","1162","55","21","32","1270"
"Laramie",2008,"16","1122","49","22","17","1210"
"Laramie",2008,"17","1096","47","21","22","1186"
"Laramie",2008,"18 to 20","3223","181","53","55","3512"
"Laramie",2008,"21 to 24","4949","336","79","110","5474"
"Laramie",2008,"25 & over","55386","1286","666","869","58207"
"Laramie",2008,"Total","83649","2829","1215","1384","89077"
"Platte",2008,"0","89","2","0","1","92"
"Platte",2008,"1","100","0","2","0","102"
"Platte",2008,"2","100","2","2","0","104"
"Platte",2008,"3","75","1","1","2","79"
"Platte",2008,"4","63","2","0","1","66"
"Platte",2008,"5","91","1","0","0","92"
"Platte",2008,"6","109","2","0","0","111"
"Platte",2008,"7","93","2","0","0","95"
"Platte",2008,"8","85","2","0","0","87"
"Platte",2008,"9","97","0","0","0","97"
"Platte",2008,"10","104","0","1","2","107"
"Platte",2008,"11","101","0","0","0","101"
"Platte",2008,"12","112","1","1","0","114"
"Platte",2008,"13","130","1","0","1","132"
"Platte",2008,"14","97","0","1","2","100"
"Platte",2008,"15","117","2","1","0","120"
"Platte",2008,"16","150","0","1","1","152"
"Platte",2008,"17","119","0","3","2","124"
"Platte",2008,"18 to 20","256","1","2","3","262"
"Platte",2008,"21 to 24","289","1","2","2","294"
"Platte",2008,"25 & over","6118","22","30","21","6191"
"Platte",2008,"Total","8495","42","47","38","8622"
"Sublette",2006,"0","84","0","0","0","84"
"Sublette",2006,"1","86","4","2","0","92"
"Sublette",2006,"2","89","0","1","0","90"
"Sublette",2006,"3","97","1","1","0","99"
"Sublette",2006,"4","86","0","2","1","89"
"Sublette",2006,"5","102","0","1","0","103"
"Sublette",2006,"6","84","0","1","1","86"
"Sublette",2006,"7","98","1","1","0","100"
"Sublette",2006,"8","109","0","1","0","110"
"Sublette",2006,"9","100","0","0","0","100"
"Sublette",2006,"10","95","0","1","0","96"
"Sublette",2006,"11","85","0","3","1","89"
"Sublette",2006,"12","101","2","1","0","104"
"Sublette",2006,"13","91","0","2","0","93"
"Sublette",2006,"14","118","0","1","0","119"
"Sublette",2006,"15","101","1","2","2","106"
"Sublette",2006,"16","117","1","2","0","120"
"Sublette",2006,"17","127","0","3","0","130"
"Sublette",2006,"18 to 20","221","2","7","3","233"
"Sublette",2006,"21 to 24","342","2","3","9","356"
"Sublette",2006,"25 & over","5443","40","51","24","5558"
"Sublette",2006,"Total","7776","54","86","41","7957"
"Weston",1999,"0","54","0","2","0","56"
"Weston",1999,"1","73","0","0","0","73"
"Weston",1999,"2","68","0","6","0","74"
"Weston",1999,"3","73","0","2","0","75"
"Weston",1999,"4","75","0","1","0","76"
"Weston",1999,"5","62","0","0","0","62"
"Weston",1999,"6","75","0","0","0","75"
"Weston",1999,"7","72","0","0","0","72"
"Weston",1999,"8","73","0","0","0","73"
"Weston",1999,"9","86","0","5","0","91"
"Weston",1999,"10","90","0","5","0","95"
"Weston",1999,"11","110","0","1","0","111"
"Weston",1999,"12","98","0","0","0","98"
"Weston",1999,"13","119","0","0","0","119"
"Weston",1999,"14","107","0","0","0","107"
"Weston",1999,"15","122","0","0","0","122"
"Weston",1999,"16","121","0","0","0","121"
"Weston",1999,"17","125","0","2","0","127"
"Weston",1999,"18 to 20","264","0","16","0","280"
"Weston",1999,"21 to 24","227","0","6","0","233"
"Weston",1999,"25 & over","4498","0","27","2","4527"
"Weston",1999,"Total","6592","0","73","2","6667"
"Natrona",2001,"0","820","20","30","6","876"
"Natrona",2001,"1","766","23","11","7","807"
"Natrona",2001,"2","862","19","15","7","903"
"Natrona",2001,"3","807","28","19","9","863"
"Natrona",2001,"4","836","22","17","8","883"
"Natrona",2001,"5","855","17","13","5","890"
"Natrona",2001,"6","889","13","13","5","920"
"Natrona",2001,"7","900","15","10","6","931"
"Natrona",2001,"8","854","12","18","2","886"
"Natrona",2001,"9","937","13","13","7","970"
"Natrona",2001,"10","907","12","17","8","944"
"Natrona",2001,"11","1051","17","15","7","1090"
"Natrona",2001,"12","923","14","17","6","960"
"Natrona",2001,"13","952","19","26","9","1006"
"Natrona",2001,"14","975","14","19","6","1014"
"Natrona",2001,"15","1011","12","26","12","1061"
"Natrona",2001,"16","1084","12","16","1","1113"
"Natrona",2001,"17","1016","12","15","6","1049"
"Natrona",2001,"18 to 20","3074","46","45","23","3188"
"Natrona",2001,"21 to 24","3501","44","54","33","3632"
"Natrona",2001,"25 & over","41961","355","456","220","42992"
"Natrona",2001,"Total","64981","739","865","393","66978"
"Sublette",2000,"0","64","1","1","0","66"
"Sublette",2000,"1","66","1","1","0","68"
"Sublette",2000,"2","59","1","0","0","60"
"Sublette",2000,"3","76","1","0","0","77"
"Sublette",2000,"4","75","0","1","1","77"
"Sublette",2000,"5","61","0","0","0","61"
"Sublette",2000,"6","93","0","1","0","94"
"Sublette",2000,"7","79","0","0","0","79"
"Sublette",2000,"8","83","0","1","0","84"
"Sublette",2000,"9","78","1","1","0","80"
"Sublette",2000,"10","88","0","2","0","90"
"Sublette",2000,"11","105","1","2","1","109"
"Sublette",2000,"12","95","0","0","0","95"
"Sublette",2000,"13","97","1","0","0","98"
"Sublette",2000,"14","99","0","0","0","99"
"Sublette",2000,"15","93","0","0","2","95"
"Sublette",2000,"16","102","0","0","0","102"
"Sublette",2000,"17","99","0","0","0","99"
"Sublette",2000,"18 to 20","155","1","0","0","156"
"Sublette",2000,"21 to 24","200","0","2","2","204"
"Sublette",2000,"25 & over","4024","11","21","14","4070"
"Sublette",2000,"Total","5891","19","33","20","5963"
"Teton",2016,"0","226","5","2","2","235"
"Teton",2016,"1","239","3","2","2","246"
"Teton",2016,"2","237","2","1","0","240"
"Teton",2016,"3","234","6","1","2","243"
"Teton",2016,"4","236","3","3","3","245"
"Teton",2016,"5","246","4","0","4","254"
"Teton",2016,"6","267","4","6","3","280"
"Teton",2016,"7","266","4","3","3","276"
"Teton",2016,"8","249","6","3","6","264"
"Teton",2016,"9","272","3","3","1","279"
"Teton",2016,"10","249","2","4","4","259"
"Teton",2016,"11","233","3","1","3","240"
"Teton",2016,"12","221","4","3","4","232"
"Teton",2016,"13","215","2","3","7","227"
"Teton",2016,"14","211","5","1","3","220"
"Teton",2016,"15","195","5","2","5","207"
"Teton",2016,"16","207","2","4","3","216"
"Teton",2016,"17","186","1","2","2","191"
"Teton",2016,"18 to 20","456","5","6","11","478"
"Teton",2016,"21 to 24","824","16","12","19","871"
"Teton",2016,"25 & over","16924","156","169","239","17488"
"Teton",2016,"Total","22393","241","231","326","23191"
"Campbell",1996,"0","457","0","4","3","464"
"Campbell",1996,"1","487","3","8","4","502"
"Campbell",1996,"2","510","2","3","0","515"
"Campbell",1996,"3","473","0","6","0","479"
"Campbell",1996,"4","506","2","8","0","516"
"Campbell",1996,"5","523","0","10","0","533"
"Campbell",1996,"6","571","0","7","1","579"
"Campbell",1996,"7","542","0","9","0","551"
"Campbell",1996,"8","544","4","5","1","554"
"Campbell",1996,"9","592","0","10","8","610"
"Campbell",1996,"10","600","4","8","5","617"
"Campbell",1996,"11","619","0","10","0","629"
"Campbell",1996,"12","655","0","9","5","669"
"Campbell",1996,"13","677","0","16","4","697"
"Campbell",1996,"14","681","0","10","0","691"
"Campbell",1996,"15","695","1","7","4","707"
"Campbell",1996,"16","679","3","9","2","693"
"Campbell",1996,"17","620","1","15","3","639"
"Campbell",1996,"18 to 20","1263","3","13","0","1279"
"Campbell",1996,"21 to 24","1473","3","27","12","1515"
"Campbell",1996,"25 & over","18279","13","164","51","18507"
"Campbell",1996,"Total","31446","39","358","103","31946"
"Sweetwater",2010,"0","634","21","14","7","676"
"Sweetwater",2010,"1","696","20","10","6","732"
"Sweetwater",2010,"2","702","15","14","5","736"
"Sweetwater",2010,"3","702","16","14","4","736"
"Sweetwater",2010,"4","707","15","12","5","739"
"Sweetwater",2010,"5","657","11","12","8","688"
"Sweetwater",2010,"6","649","9","11","7","676"
"Sweetwater",2010,"7","659","13","14","6","692"
"Sweetwater",2010,"8","628","14","8","6","656"
"Sweetwater",2010,"9","623","12","8","9","652"
"Sweetwater",2010,"10","631","10","15","6","662"
"Sweetwater",2010,"11","607","10","10","5","632"
"Sweetwater",2010,"12","585","10","10","4","609"
"Sweetwater",2010,"13","597","11","11","5","624"
"Sweetwater",2010,"14","549","13","11","8","581"
"Sweetwater",2010,"15","540","9","8","3","560"
"Sweetwater",2010,"16","547","9","13","7","576"
"Sweetwater",2010,"17","531","9","15","11","566"
"Sweetwater",2010,"18 to 20","1691","36","31","23","1781"
"Sweetwater",2010,"21 to 24","2332","52","37","39","2460"
"Sweetwater",2010,"25 & over","26677","303","305","270","27555"
"Sweetwater",2010,"Total","41944","618","583","444","43589"
"Converse",1990,"0","180","0","0","0","180"
"Converse",1990,"1","161","2","3","0","166"
"Converse",1990,"2","168","1","0","0","169"
"Converse",1990,"3","174","0","0","0","174"
"Converse",1990,"4","198","0","3","0","201"
"Converse",1990,"5","217","2","2","2","223"
"Converse",1990,"6","194","0","0","0","194"
"Converse",1990,"7","211","1","3","0","215"
"Converse",1990,"8","207","0","0","0","207"
"Converse",1990,"9","245","0","7","2","254"
"Converse",1990,"10","226","0","0","1","227"
"Converse",1990,"11","219","0","2","0","221"
"Converse",1990,"12","214","0","5","0","219"
"Converse",1990,"13","199","0","0","0","199"
"Converse",1990,"14","225","1","3","3","232"
"Converse",1990,"15","195","1","0","1","197"
"Converse",1990,"16","178","0","6","0","184"
"Converse",1990,"17","213","0","2","0","215"
"Converse",1990,"18 to 20","357","0","6","0","363"
"Converse",1990,"21 to 24","371","0","3","0","374"
"Converse",1990,"25 & over","6588","4","48","15","6655"
"Converse",1990,"Total","10940","12","93","24","11069"
"Park",2015,"0","296","9","5","3","313"
"Park",2015,"1","309","10","5","4","328"
"Park",2015,"2","302","6","5","6","319"
"Park",2015,"3","347","4","4","2","357"
"Park",2015,"4","284","8","3","6","301"
"Park",2015,"5","306","3","2","6","317"
"Park",2015,"6","332","4","3","3","342"
"Park",2015,"7","325","4","2","4","335"
"Park",2015,"8","333","4","2","3","342"
"Park",2015,"9","325","5","9","0","339"
"Park",2015,"10","353","0","3","3","359"
"Park",2015,"11","299","4","4","0","307"
"Park",2015,"12","343","2","4","2","351"
"Park",2015,"13","316","1","6","0","323"
"Park",2015,"14","313","1","3","1","318"
"Park",2015,"15","303","2","8","6","319"
"Park",2015,"16","319","2","4","2","327"
"Park",2015,"17","319","5","6","3","333"
"Park",2015,"18 to 20","1038","24","30","30","1122"
"Park",2015,"21 to 24","1173","59","17","17","1266"
"Park",2015,"25 & over","20277","158","148","155","20738"
"Park",2015,"Total","28212","315","273","256","29056"
"Converse",2007,"0","162","1","9","1","173"
"Converse",2007,"1","158","4","1","0","163"
"Converse",2007,"2","173","1","4","0","178"
"Converse",2007,"3","146","5","2","2","155"
"Converse",2007,"4","179","2","4","0","185"
"Converse",2007,"5","187","3","1","1","192"
"Converse",2007,"6","173","1","2","0","176"
"Converse",2007,"7","169","1","4","1","175"
"Converse",2007,"8","169","0","2","0","171"
"Converse",2007,"9","159","2","1","1","163"
"Converse",2007,"10","169","2","1","2","174"
"Converse",2007,"11","199","4","1","0","204"
"Converse",2007,"12","166","4","1","0","171"
"Converse",2007,"13","174","2","2","0","178"
"Converse",2007,"14","193","7","3","1","204"
"Converse",2007,"15","196","2","0","0","198"
"Converse",2007,"16","227","2","9","0","238"
"Converse",2007,"17","217","5","2","1","225"
"Converse",2007,"18 to 20","460","1","3","1","465"
